"","Plot","Year","Tag","Species","DBH","RingWidth","Core","BAI","Genus","Precip","Temp","FireCount","LastBurn","SinceBurn","BurnIn3"
"114","B127",2000,"1482","QUAL",59.2,0.694,"1482-E-1",1249.15248083254,"QU",112.43,21.9,6,1990,10,0
"115","B127",2004,"1482","QUAL",59.2,1.371,"1482-N-1",2475.65276858863,"QU",104.996666666667,20.8,6,1994,10,0
"116","B127",2006,"1488","QURU",61,0.958,"1488-W-1",1704.71151400781,"QU",93.5633333333333,22.7,6,2006,0,1
"117","B127",2001,"1491","QUMA",67.9,0.646,"1491-E-1",1332.44777623751,"QU",83.6233333333333,22.8333333333333,6,1991,10,0
"118","B127",2003,"1485","QURU",13,0.583,"1485-E-1",227.75122654576,"QU",93.34,21.6666666666667,6,1993,10,0
"119","B127",2008,"1485","QURU",13,0.031,"1485-B-1",12.4367202271387,"QU",91.46,21.7666666666667,6,2007,1,3
"120","B127",2008,"1482","QUAL",59.2,0.5,"1482-E-1",915.482090404616,"QU",91.46,21.7666666666667,6,2007,1,3
"121","B127",2004,"1482","QUAL",59.2,0.764,"1482-E-1",1389.73116199274,"QU",104.996666666667,20.8,6,1994,10,0
"122","B127",2011,"1482","QUAL",59.2,1.09,"1482-E-1",2007.51012688002,"QU",129.293333333333,23.1333333333333,6,2007,4,0
"123","B127",2003,"1491","QUMA",67.9,0.503,"1491-E-1",1041.37676958169,"QU",93.34,21.6666666666667,6,1993,10,0
"124","B127",2009,"1488","QURU",61,1.364,"1488-W-1",2452.34697972674,"QU",95.1233333333333,20.4,6,2007,2,3
"125","B127",2014,"1482","QUAL",59.2,0.601,"1482-N-1",1112.01938225573,"QU",166.476666666667,21.7,6,2013,1,2
"126","B127",2016,"1485","QURU",13,0.097,"1485-W-1",39.557888543648,"QU",142.603333333333,23.3,6,2015,1,2
"127","B127",2007,"1488","QURU",61,0.914,"1488-N-1",1643.7017092768,"QU",121.196666666667,22.5666666666667,6,2007,0,3
"128","B127",2011,"1485","QURU",13,0.089,"1485-E-1",35.6701927675727,"QU",129.293333333333,23.1333333333333,6,2007,4,0
"129","B127",2008,"1488","QURU",61,1.673,"1488-N-1",3022.25447828076,"QU",91.46,21.7666666666667,6,2007,1,3
"130","B127",2010,"1488","QURU",61,2.196,"1488-W-1",3972.76693840998,"QU",196.913333333333,23.6333333333333,6,2007,3,2
"131","B127",2010,"1488","QURU",61,2.93,"1488-N-1",5360.69331825514,"QU",196.913333333333,23.6333333333333,6,2007,3,2
"132","B127",2013,"1485","QURU",13,0.247,"1485-B-1",99.6186872489754,"QU",75.7033333333333,21.7,6,2013,0,2
"133","B127",2012,"1482","QUAL",59.2,0.211,"1482-E-1",389.472160247099,"QU",66.03,23.4666666666667,6,2012,0,1
"134","B127",2004,"1488","QURU",61,1.346,"1488-W-1",2378.84896720673,"QU",104.996666666667,20.8,6,1994,10,0
"135","B127",2002,"1488","QURU",61,1.382,"1488-N-1",2420.32219996827,"QU",104.563333333333,23.8333333333333,6,1992,10,0
"136","B127",2011,"1488","QURU",61,2.101,"1488-W-1",3829.26544825008,"QU",129.293333333333,23.1333333333333,6,2007,4,0
"137","B127",2013,"1488","QURU",61,1.691,"1488-N-1",3152.23316193402,"QU",75.7033333333333,21.7,6,2013,0,2
"138","B127",2006,"1491","QUMA",67.9,0.911,"1491-E-1",1895.19034495735,"QU",93.5633333333333,22.7,6,2006,0,1
"139","B127",2010,"1482","QUAL",59.2,0.38,"1482-E-1",698.111022136738,"QU",196.913333333333,23.6333333333333,6,2007,3,2
"140","B127",2009,"1485","QURU",13,0.183,"1485-W-1",73.2580922307125,"QU",95.1233333333333,20.4,6,2007,2,3
"141","B127",2010,"1485","QURU",13,0.015,"1485-B-1",6.02219749748259,"QU",196.913333333333,23.6333333333333,6,2007,3,2
"142","B127",2000,"1482","QUAL",59.2,1.493,"1482-N-1",2662.88425145106,"QU",112.43,21.9,6,1990,10,0
"143","B127",2012,"1485","QURU",13,0.041,"1485-B-1",16.4987995282307,"QU",66.03,23.4666666666667,6,2012,0,1
"144","B127",2012,"1488","QURU",61,1.034,"1488-W-1",1894.74371415457,"QU",66.03,23.4666666666667,6,2012,0,1
"145","B127",2005,"1488","QURU",61,0.886,"1488-N-1",1583.08224114994,"QU",55.1233333333333,23.9,6,1995,10,0
"146","B127",2016,"1485","QURU",13,0.075,"1485-E-1",30.5958923134953,"QU",142.603333333333,23.3,6,2015,1,2
"147","B127",2012,"1491","QUMA",67.9,0.454,"1491-E-1",961.417478008404,"QU",66.03,23.4666666666667,6,2012,0,1
"148","B127",2015,"1482","QUAL",59.2,0.355,"1482-E-1",659.042662843603,"QU",138.086666666667,21.2,6,2015,0,3
"149","B127",2003,"1488","QURU",61,2.413,"1488-N-1",4254.70021442564,"QU",93.34,21.6666666666667,6,1993,10,0
"150","B127",2015,"1485","QURU",13,0.285,"1485-W-1",115.884760735018,"QU",138.086666666667,21.2,6,2015,0,3
"151","B127",2013,"1482","QUAL",59.2,0.993,"1482-E-1",1836.67474488186,"QU",75.7033333333333,21.7,6,2013,0,2
"152","B127",2010,"1485","QURU",13,0.032,"1485-W-1",12.831772361733,"QU",196.913333333333,23.6333333333333,6,2007,3,2
"153","B127",2003,"1485","QURU",13,0.677,"1485-W-1",263.060459742215,"QU",93.34,21.6666666666667,6,1993,10,0
"154","B127",2016,"1491","QUMA",67.9,0.45,"1491-N-1",959.249188458121,"QU",142.603333333333,23.3,6,2015,1,2
"155","B127",2008,"1485","QURU",13,0.256,"1485-W-1",102.128200885441,"QU",91.46,21.7666666666667,6,2007,1,3
"156","B127",2012,"1488","QURU",61,0.97,"1488-N-1",1800.09099582017,"QU",66.03,23.4666666666667,6,2012,0,1
"157","B127",2015,"1488","QURU",61,2.298,"1488-N-1",4362.29587666106,"QU",138.086666666667,21.2,6,2015,0,3
"158","B127",2014,"1482","QUAL",59.2,0.414,"1482-E-1",767.5735206632,"QU",166.476666666667,21.7,6,2013,1,2
"159","B127",2011,"1485","QURU",13,0.12,"1485-W-1",48.1764490065083,"QU",129.293333333333,23.1333333333333,6,2007,4,0
"160","B127",2004,"1485","QURU",13,0.792,"1485-B-1",312.207004285812,"QU",104.996666666667,20.8,6,1994,10,0
"161","B127",2016,"1491","QUMA",67.9,0.514,"1491-E-1",1095.43029335466,"QU",142.603333333333,23.3,6,2015,1,2
"162","B127",2007,"1491","QUMA",67.9,0.55,"1491-E-1",1146.71179200895,"QU",121.196666666667,22.5666666666667,6,2007,0,3
"163","B127",2005,"1488","QURU",61,0.774,"1488-W-1",1373.08150004376,"QU",55.1233333333333,23.9,6,1995,10,0
"164","B127",2014,"1488","QURU",61,5.907,"1488-W-1",11006.7021825928,"QU",166.476666666667,21.7,6,2013,1,2
"165","B127",2014,"1485","QURU",13,0.269,"1485-W-1",108.910770619245,"QU",166.476666666667,21.7,6,2013,1,2
"166","B127",2009,"1491","QUMA",67.9,1.613,"1491-E-1",3384.47360814287,"QU",95.1233333333333,20.4,6,2007,2,3
"167","B127",2006,"1485","QURU",13,0.089,"1485-W-1",35.3475323524956,"QU",93.5633333333333,22.7,6,2006,0,1
"168","B127",2016,"1488","QURU",61,2.23,"1488-W-1",4257.60543050648,"QU",142.603333333333,23.3,6,2015,1,2
"169","B127",2010,"1482","QUAL",59.2,0.227,"1482-N-1",414.539901923845,"QU",196.913333333333,23.6333333333333,6,2007,3,2
"170","B127",2003,"1488","QURU",61,1.215,"1488-W-1",2137.55109260767,"QU",93.34,21.6666666666667,6,1993,10,0
"171","B127",2001,"1491","QUMA",67.9,0.51,"1491-N-1",1066.8971173704,"QU",83.6233333333333,22.8333333333333,6,1991,10,0
"172","B127",2004,"1485","QURU",13,0.752,"1485-W-1",295.579031892448,"QU",104.996666666667,20.8,6,1994,10,0
"173","B127",2016,"1482","QUAL",59.2,0.332,"1482-E-1",617.060671142919,"QU",142.603333333333,23.3,6,2015,1,2
"174","B127",2014,"1488","QURU",61,3.445,"1488-N-1",6477.4919488662,"QU",166.476666666667,21.7,6,2013,1,2
"175","B127",2013,"1488","QURU",61,1.446,"1488-W-1",2660.97529723269,"QU",75.7033333333333,21.7,6,2013,0,2
"176","B127",2016,"1485","QURU",13,0.044,"1485-B-1",17.9605103333129,"QU",142.603333333333,23.3,6,2015,1,2
"177","B127",2006,"1485","QURU",13,0.275,"1485-E-1",109.318392266046,"QU",93.5633333333333,22.7,6,2006,0,1
"178","B127",2013,"1482","QUAL",59.2,1.851,"1482-N-1",3410.61307902062,"QU",75.7033333333333,21.7,6,2013,0,2
"179","B127",2010,"1491","QUMA",67.9,0.496,"1491-N-1",1050.1534966684,"QU",196.913333333333,23.6333333333333,6,2007,3,2
"180","B127",2010,"1491","QUMA",67.9,1.033,"1491-E-1",2176.07688942487,"QU",196.913333333333,23.6333333333333,6,2007,3,2
"181","B127",2013,"1491","QUMA",67.9,0.475,"1491-E-1",1007.27463681381,"QU",75.7033333333333,21.7,6,2013,0,2
"182","B127",2015,"1485","QURU",13,0.274,"1485-E-1",111.476575312875,"QU",138.086666666667,21.2,6,2015,0,3
"183","B127",2016,"1488","QURU",61,1.677,"1488-N-1",3204.39299962878,"QU",142.603333333333,23.3,6,2015,1,2
"184","B127",2005,"1482","QUAL",59.2,0.283,"1482-E-1",515.713473332761,"QU",55.1233333333333,23.9,6,1995,10,0
"185","B127",2014,"1491","QUMA",67.9,0.646,"1491-E-1",1372.16854065227,"QU",166.476666666667,21.7,6,2013,1,2
"186","B127",2012,"1482","QUAL",59.2,0.317,"1482-N-1",581.938353284626,"QU",66.03,23.4666666666667,6,2012,0,1
"187","B127",2006,"1485","QURU",13,0.381,"1485-B-1",152.35337356754,"QU",93.5633333333333,22.7,6,2006,0,1
"188","F122",2012,"52","QUMA",50.1,0.279,"052-B-1",434.738269235215,"QU",66.03,23.4666666666667,6,2012,0,1
"189","F122",2009,"52","QUMA",50.1,0.851,"052-A-1",1319.45283269492,"QU",95.1233333333333,20.4,6,2007,2,3
"190","F122",2007,"52","QUMA",50.1,0.627,"052-A-1",966.001089964457,"QU",121.196666666667,22.5666666666667,6,2007,0,3
"191","F122",2014,"52","QUMA",50.1,0.21,"052-B-1",327.824690747233,"QU",166.476666666667,21.7,6,2013,1,2
"192","F122",2012,"52","QUMA",50.1,0.389,"052-A-1",607.34542466697,"QU",66.03,23.4666666666667,6,2012,0,1
"193","F122",2004,"52","QUMA",50.1,0.684,"052-A-1",1047.00536950198,"QU",104.996666666667,20.8,6,1994,10,0
"194","F122",2008,"52","QUMA",50.1,0.55,"052-B-1",846.780171459643,"QU",91.46,21.7666666666667,6,2007,1,3
"195","F122",2015,"52","QUMA",50.1,0.292,"052-A-1",458.336779134046,"QU",138.086666666667,21.2,6,2015,0,3
"196","F122",2005,"52","QUMA",50.1,0.675,"052-B-1",1029.07053540548,"QU",55.1233333333333,23.9,6,1995,10,0
"197","F122",2007,"52","QUMA",50.1,0.818,"052-B-1",1255.8775374296,"QU",121.196666666667,22.5666666666667,6,2007,0,3
"198","F122",2010,"52","QUMA",50.1,0.656,"052-B-1",1016.09863230341,"QU",196.913333333333,23.6333333333333,6,2007,3,2
"199","F122",2006,"52","QUMA",50.1,0.266,"052-A-1",409.072396591593,"QU",93.5633333333333,22.7,6,2006,0,1
"200","F122",2002,"52","QUMA",50.1,0.492,"052-B-1",743.943340368896,"QU",104.563333333333,23.8333333333333,6,1992,10,0
"201","F122",2003,"52","QUMA",50.1,0.56,"052-A-1",855.00881943346,"QU",93.34,21.6666666666667,6,1993,10,0
"202","F122",2000,"52","QUMA",50.1,0.708,"052-A-1",1067.66553836716,"QU",112.43,21.9,6,1990,10,0
"203","F122",2008,"52","QUMA",50.1,0.821,"052-A-1",1268.62612984266,"QU",91.46,21.7666666666667,6,2007,1,3
"204","F122",2004,"52","QUMA",50.1,0.771,"052-B-1",1171.92477893886,"QU",104.996666666667,20.8,6,1994,10,0
"205","F122",2016,"52","QUMA",50.1,0.781,"052-B-1",1221.8921242535,"QU",142.603333333333,23.3,6,2015,1,2
"206","F122",2015,"52","QUMA",50.1,0.054,"052-B-1",84.3425641656092,"QU",138.086666666667,21.2,6,2015,0,3
"207","F122",2000,"52","QUMA",50.1,0.732,"052-B-1",1099.1939087873,"QU",112.43,21.9,6,1990,10,0
"208","F122",2011,"52","QUMA",50.1,1.008,"052-B-1",1566.59171971828,"QU",129.293333333333,23.1333333333333,6,2007,4,0
"209","F122",2005,"52","QUMA",50.1,0.664,"052-A-1",1019.20312903096,"QU",55.1233333333333,23.9,6,1995,10,0
